chapterId,sceneIdOrPageId,itemType,audioType,displayText,textToSpeak,targetFileName,assetsPath,deployCnPath,currentExists,priority,notes
"zoo","ticket","hotspot","word","ticket seller","ticket seller","ticket--seller.mp3","assets/audio/words/zoo/ticket--seller.mp3","deploy-cn/assets/audio/words/zoo/ticket--seller.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","ticket","hotspot","sentence","ticket seller","The ticket seller gives me a map.","ticket--seller.mp3","assets/audio/sentences/zoo/ticket--seller.mp3","deploy-cn/assets/audio/sentences/zoo/ticket--seller.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","ticket","hotspot","word","map","map","ticket--map.mp3","assets/audio/words/zoo/ticket--map.mp3","deploy-cn/assets/audio/words/zoo/ticket--map.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","ticket","hotspot","sentence","map","Let's check the map.","ticket--map.mp3","assets/audio/sentences/zoo/ticket--map.mp3","deploy-cn/assets/audio/sentences/zoo/ticket--map.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","ticket","npcDialogue","dialogue","Hello! Welcome to the zoo. Can I help you?","Hello! Welcome to the zoo. Can I help you?","ticket--ticket-seller--npc-1.mp3","assets/audio/dialogues/zoo/ticket--ticket-seller--npc-1.mp3","deploy-cn/assets/audio/dialogues/zoo/ticket--ticket-seller--npc-1.mp3","true","P0","Dialogue npc audio."
"zoo","ticket","npcDialogue","dialogue","One ticket, please.","One ticket, please.","ticket--ticket-seller--option-1.mp3","assets/audio/dialogues/zoo/ticket--ticket-seller--option-1.mp3","deploy-cn/assets/audio/dialogues/zoo/ticket--ticket-seller--option-1.mp3","true","P0","Dialogue option audio."
"zoo","ticket","npcDialogue","dialogue","Sure. Here is your ticket. Enjoy your visit!","Sure. Here is your ticket. Enjoy your visit!","ticket--ticket-seller--reply-1.mp3","assets/audio/dialogues/zoo/ticket--ticket-seller--reply-1.mp3","deploy-cn/assets/audio/dialogues/zoo/ticket--ticket-seller--reply-1.mp3","true","P0","Dialogue reply audio."
"zoo","ticket","npcDialogue","dialogue","How much is the ticket?","How much is the ticket?","ticket--ticket-seller--option-2.mp3","assets/audio/dialogues/zoo/ticket--ticket-seller--option-2.mp3","deploy-cn/assets/audio/dialogues/zoo/ticket--ticket-seller--option-2.mp3","true","P0","Dialogue option audio."
"zoo","ticket","npcDialogue","dialogue","It is ten dollars for one ticket.","It is ten dollars for one ticket.","ticket--ticket-seller--reply-2.mp3","assets/audio/dialogues/zoo/ticket--ticket-seller--reply-2.mp3","deploy-cn/assets/audio/dialogues/zoo/ticket--ticket-seller--reply-2.mp3","true","P0","Dialogue reply audio."
"zoo","ticket","npcDialogue","dialogue","Where can I see lions?","Where can I see lions?","ticket--ticket-seller--option-3.mp3","assets/audio/dialogues/zoo/ticket--ticket-seller--option-3.mp3","deploy-cn/assets/audio/dialogues/zoo/ticket--ticket-seller--option-3.mp3","true","P0","Dialogue option audio."
"zoo","ticket","npcDialogue","dialogue","Walk along the path. The lion area is near the end.","Walk along the path. The lion area is near the end.","ticket--ticket-seller--reply-3.mp3","assets/audio/dialogues/zoo/ticket--ticket-seller--reply-3.mp3","deploy-cn/assets/audio/dialogues/zoo/ticket--ticket-seller--reply-3.mp3","true","P0","Dialogue reply audio."
"zoo","monkey","dialogue","dialogue","You arrive at the monkey area. A monkey grabs a banana and climbs the tree.","You arrive at the monkey area. A monkey grabs a banana and climbs the tree.","monkey--monkey--intro-1.mp3","assets/audio/dialogues/zoo/monkey--monkey--intro-1.mp3","deploy-cn/assets/audio/dialogues/zoo/monkey--monkey--intro-1.mp3","true","P0","Dialogue intro audio."
"zoo","monkey","hotspot","word","monkey","monkey","monkey.mp3","assets/audio/words/zoo/monkey.mp3","deploy-cn/assets/audio/words/zoo/monkey.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","monkey","hotspot","sentence","monkey","The monkey jumps from tree to tree.","monkey.mp3","assets/audio/sentences/zoo/monkey.mp3","deploy-cn/assets/audio/sentences/zoo/monkey.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","monkey","hotspot","word","enclosure","enclosure","monkey--cage.mp3","assets/audio/words/zoo/monkey--cage.mp3","deploy-cn/assets/audio/words/zoo/monkey--cage.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","monkey","hotspot","sentence","enclosure","The monkeys play inside the enclosure.","monkey--cage.mp3","assets/audio/sentences/zoo/monkey--cage.mp3","deploy-cn/assets/audio/sentences/zoo/monkey--cage.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","monkey","hotspot","word","banana","banana","monkey--banana.mp3","assets/audio/words/zoo/monkey--banana.mp3","deploy-cn/assets/audio/words/zoo/monkey--banana.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","monkey","hotspot","sentence","banana","The monkey is eating a banana.","monkey--banana.mp3","assets/audio/sentences/zoo/monkey--banana.mp3","deploy-cn/assets/audio/sentences/zoo/monkey--banana.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","monkey","action","word","climb","climb","monkey--climb.mp3","assets/audio/words/zoo/monkey--climb.mp3","deploy-cn/assets/audio/words/zoo/monkey--climb.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","monkey","action","sentence","climb","The monkey is climbing!","monkey--climb.mp3","assets/audio/sentences/zoo/monkey--climb.mp3","deploy-cn/assets/audio/sentences/zoo/monkey--climb.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","monkey","action","dialogue","Look! The monkey is climbing!","Look! The monkey is climbing!","monkey--climb--action-1.mp3","assets/audio/dialogues/zoo/monkey--climb--action-1.mp3","deploy-cn/assets/audio/dialogues/zoo/monkey--climb--action-1.mp3","true","P0","Dialogue action audio."
"zoo","monkey","hotspot","word","tail","tail","monkey--tail.mp3","assets/audio/words/zoo/monkey--tail.mp3","deploy-cn/assets/audio/words/zoo/monkey--tail.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","monkey","hotspot","sentence","tail","The monkey has a long tail.","monkey--tail.mp3","assets/audio/sentences/zoo/monkey--tail.mp3","deploy-cn/assets/audio/sentences/zoo/monkey--tail.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","monkey","hotspot","word","visitor","visitor","monkey--visitor.mp3","assets/audio/words/zoo/monkey--visitor.mp3","deploy-cn/assets/audio/words/zoo/monkey--visitor.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","monkey","hotspot","sentence","visitor","The visitor takes a photo.","monkey--visitor.mp3","assets/audio/sentences/zoo/monkey--visitor.mp3","deploy-cn/assets/audio/sentences/zoo/monkey--visitor.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","monkey","npcDialogue","dialogue","Look! The monkey is climbing!","Look! The monkey is climbing!","monkey--monkey-visitor--npc-1.mp3","assets/audio/dialogues/zoo/monkey--monkey-visitor--npc-1.mp3","deploy-cn/assets/audio/dialogues/zoo/monkey--monkey-visitor--npc-1.mp3","true","P0","Dialogue npc audio."
"zoo","monkey","npcDialogue","dialogue","So cute!","So cute!","monkey--monkey-visitor--option-1.mp3","assets/audio/dialogues/zoo/monkey--monkey-visitor--option-1.mp3","deploy-cn/assets/audio/dialogues/zoo/monkey--monkey-visitor--option-1.mp3","true","P0","Dialogue option audio."
"zoo","monkey","npcDialogue","dialogue","Yes, it jumps and climbs so quickly.","Yes, it jumps and climbs so quickly.","monkey--monkey-visitor--reply-1.mp3","assets/audio/dialogues/zoo/monkey--monkey-visitor--reply-1.mp3","deploy-cn/assets/audio/dialogues/zoo/monkey--monkey-visitor--reply-1.mp3","true","P0","Dialogue reply audio."
"zoo","monkey","npcDialogue","dialogue","What is it eating?","What is it eating?","monkey--monkey-visitor--option-2.mp3","assets/audio/dialogues/zoo/monkey--monkey-visitor--option-2.mp3","deploy-cn/assets/audio/dialogues/zoo/monkey--monkey-visitor--option-2.mp3","true","P0","Dialogue option audio."
"zoo","monkey","npcDialogue","dialogue","It has a banana, but now it is climbing.","It has a banana, but now it is climbing.","monkey--monkey-visitor--reply-2.mp3","assets/audio/dialogues/zoo/monkey--monkey-visitor--reply-2.mp3","deploy-cn/assets/audio/dialogues/zoo/monkey--monkey-visitor--reply-2.mp3","true","P0","Dialogue reply audio."
"zoo","elephant","dialogue","dialogue","You stop at the elephant area. The elephant lifts its trunk and sprays water.","You stop at the elephant area. The elephant lifts its trunk and sprays water.","elephant--elephant--intro-1.mp3","assets/audio/dialogues/zoo/elephant--elephant--intro-1.mp3","deploy-cn/assets/audio/dialogues/zoo/elephant--elephant--intro-1.mp3","true","P0","Dialogue intro audio."
"zoo","elephant","hotspot","word","elephant","elephant","elephant.mp3","assets/audio/words/zoo/elephant.mp3","deploy-cn/assets/audio/words/zoo/elephant.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","elephant","hotspot","sentence","elephant","The elephant walks slowly beside the water.","elephant.mp3","assets/audio/sentences/zoo/elephant.mp3","deploy-cn/assets/audio/sentences/zoo/elephant.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","elephant","hotspot","word","trunk","trunk","elephant--trunk.mp3","assets/audio/words/zoo/elephant--trunk.mp3","deploy-cn/assets/audio/words/zoo/elephant--trunk.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","elephant","hotspot","sentence","trunk","The elephant uses its trunk to drink water.","elephant--trunk.mp3","assets/audio/sentences/zoo/elephant--trunk.mp3","deploy-cn/assets/audio/sentences/zoo/elephant--trunk.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","elephant","hotspot","word","water","water","elephant--water.mp3","assets/audio/words/zoo/elephant--water.mp3","deploy-cn/assets/audio/words/zoo/elephant--water.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","elephant","hotspot","sentence","water","The water is cool and clear.","elephant--water.mp3","assets/audio/sentences/zoo/elephant--water.mp3","deploy-cn/assets/audio/sentences/zoo/elephant--water.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","elephant","action","word","spray","spray","elephant--spray.mp3","assets/audio/words/zoo/elephant--spray.mp3","deploy-cn/assets/audio/words/zoo/elephant--spray.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","elephant","action","sentence","spray","The elephant is spraying water.","elephant--spray.mp3","assets/audio/sentences/zoo/elephant--spray.mp3","deploy-cn/assets/audio/sentences/zoo/elephant--spray.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","elephant","action","dialogue","Wow! The elephant is spraying water!","Wow! The elephant is spraying water!","elephant--spray--action-1.mp3","assets/audio/dialogues/zoo/elephant--spray--action-1.mp3","deploy-cn/assets/audio/dialogues/zoo/elephant--spray--action-1.mp3","true","P0","Dialogue action audio."
"zoo","elephant","hotspot","word","huge","huge","elephant--huge.mp3","assets/audio/words/zoo/elephant--huge.mp3","deploy-cn/assets/audio/words/zoo/elephant--huge.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","elephant","hotspot","sentence","huge","The elephant is huge but gentle.","elephant--huge.mp3","assets/audio/sentences/zoo/elephant--huge.mp3","deploy-cn/assets/audio/sentences/zoo/elephant--huge.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","elephant","hotspot","word","keeper","keeper","elephant--keeper.mp3","assets/audio/words/zoo/elephant--keeper.mp3","deploy-cn/assets/audio/words/zoo/elephant--keeper.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","elephant","hotspot","sentence","keeper","The keeper feeds the elephant.","elephant--keeper.mp3","assets/audio/sentences/zoo/elephant--keeper.mp3","deploy-cn/assets/audio/sentences/zoo/elephant--keeper.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","elephant","npcDialogue","dialogue","The elephant is spraying water.","The elephant is spraying water.","elephant--elephant-keeper--npc-1.mp3","assets/audio/dialogues/zoo/elephant--elephant-keeper--npc-1.mp3","deploy-cn/assets/audio/dialogues/zoo/elephant--elephant-keeper--npc-1.mp3","true","P0","Dialogue npc audio."
"zoo","elephant","npcDialogue","dialogue","It is so big!","It is so big!","elephant--elephant-keeper--option-1.mp3","assets/audio/dialogues/zoo/elephant--elephant-keeper--option-1.mp3","deploy-cn/assets/audio/dialogues/zoo/elephant--elephant-keeper--option-1.mp3","true","P0","Dialogue option audio."
"zoo","elephant","npcDialogue","dialogue","Yes, it is huge and gentle.","Yes, it is huge and gentle.","elephant--elephant-keeper--reply-1.mp3","assets/audio/dialogues/zoo/elephant--elephant-keeper--reply-1.mp3","deploy-cn/assets/audio/dialogues/zoo/elephant--elephant-keeper--reply-1.mp3","true","P0","Dialogue reply audio."
"zoo","elephant","npcDialogue","dialogue","What does trunk mean?","What does trunk mean?","elephant--elephant-keeper--option-2.mp3","assets/audio/dialogues/zoo/elephant--elephant-keeper--option-2.mp3","deploy-cn/assets/audio/dialogues/zoo/elephant--elephant-keeper--option-2.mp3","true","P0","Dialogue option audio."
"zoo","elephant","npcDialogue","dialogue","A trunk is the long nose of an elephant. It can spray water.","A trunk is the long nose of an elephant. It can spray water.","elephant--elephant-keeper--reply-2.mp3","assets/audio/dialogues/zoo/elephant--elephant-keeper--reply-2.mp3","deploy-cn/assets/audio/dialogues/zoo/elephant--elephant-keeper--reply-2.mp3","true","P0","Dialogue reply audio."
"zoo","lion","dialogue","dialogue","You reach the lion area. The lion is resting in the shade, calm but powerful.","You reach the lion area. The lion is resting in the shade, calm but powerful.","lion--lion--intro-1.mp3","assets/audio/dialogues/zoo/lion--lion--intro-1.mp3","deploy-cn/assets/audio/dialogues/zoo/lion--lion--intro-1.mp3","true","P0","Dialogue intro audio."
"zoo","lion","hotspot","word","lion","lion","lion--lion.mp3","assets/audio/words/zoo/lion--lion.mp3","deploy-cn/assets/audio/words/zoo/lion--lion.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","lion","hotspot","sentence","lion","The lion rests in the warm sun.","lion--lion.mp3","assets/audio/sentences/zoo/lion--lion.mp3","deploy-cn/assets/audio/sentences/zoo/lion--lion.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","lion","hotspot","word","predator","predator","lion--rock.mp3","assets/audio/words/zoo/lion--rock.mp3","deploy-cn/assets/audio/words/zoo/lion--rock.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","lion","hotspot","sentence","predator","A lion is a powerful predator.","lion--rock.mp3","assets/audio/sentences/zoo/lion--rock.mp3","deploy-cn/assets/audio/sentences/zoo/lion--rock.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","lion","hotspot","word","shade","shade","lion--shade.mp3","assets/audio/words/zoo/lion--shade.mp3","deploy-cn/assets/audio/words/zoo/lion--shade.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","lion","hotspot","sentence","shade","The lion sleeps in the shade.","lion--shade.mp3","assets/audio/sentences/zoo/lion--shade.mp3","deploy-cn/assets/audio/sentences/zoo/lion--shade.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","lion","action","word","roar","roar","lion--roar.mp3","assets/audio/words/zoo/lion--roar.mp3","deploy-cn/assets/audio/words/zoo/lion--roar.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","lion","action","sentence","roar","The lion can roar loudly.","lion--roar.mp3","assets/audio/sentences/zoo/lion--roar.mp3","deploy-cn/assets/audio/sentences/zoo/lion--roar.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","lion","action","dialogue","Listen! The lion is roaring!","Listen! The lion is roaring!","lion--roar--action-1.mp3","assets/audio/dialogues/zoo/lion--roar--action-1.mp3","deploy-cn/assets/audio/dialogues/zoo/lion--roar--action-1.mp3","true","P0","Dialogue action audio."
"zoo","lion","hotspot","word","rest","rest","lion--rest.mp3","assets/audio/words/zoo/lion--rest.mp3","deploy-cn/assets/audio/words/zoo/lion--rest.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","lion","hotspot","sentence","rest","The lion is resting in the shade.","lion--rest.mp3","assets/audio/sentences/zoo/lion--rest.mp3","deploy-cn/assets/audio/sentences/zoo/lion--rest.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","lion","hotspot","word","fence","fence","lion--fence.mp3","assets/audio/words/zoo/lion--fence.mp3","deploy-cn/assets/audio/words/zoo/lion--fence.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","lion","hotspot","sentence","fence","The fence keeps visitors safe.","lion--fence.mp3","assets/audio/sentences/zoo/lion--fence.mp3","deploy-cn/assets/audio/sentences/zoo/lion--fence.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","lion","npcDialogue","dialogue","The lion is resting in the shade.","The lion is resting in the shade.","lion--lion-visitor--npc-1.mp3","assets/audio/dialogues/zoo/lion--lion-visitor--npc-1.mp3","deploy-cn/assets/audio/dialogues/zoo/lion--lion-visitor--npc-1.mp3","true","P0","Dialogue npc audio."
"zoo","lion","npcDialogue","dialogue","It looks strong.","It looks strong.","lion--lion-visitor--option-1.mp3","assets/audio/dialogues/zoo/lion--lion-visitor--option-1.mp3","deploy-cn/assets/audio/dialogues/zoo/lion--lion-visitor--option-1.mp3","true","P0","Dialogue option audio."
"zoo","lion","npcDialogue","dialogue","Yes, the lion looks very strong.","Yes, the lion looks very strong.","lion--lion-visitor--reply-1.mp3","assets/audio/dialogues/zoo/lion--lion-visitor--reply-1.mp3","deploy-cn/assets/audio/dialogues/zoo/lion--lion-visitor--reply-1.mp3","true","P0","Dialogue reply audio."
"zoo","lion","npcDialogue","dialogue","Is it dangerous?","Is it dangerous?","lion--lion-visitor--option-2.mp3","assets/audio/dialogues/zoo/lion--lion-visitor--option-2.mp3","deploy-cn/assets/audio/dialogues/zoo/lion--lion-visitor--option-2.mp3","true","P0","Dialogue option audio."
"zoo","lion","npcDialogue","dialogue","We are safe behind the fence.","We are safe behind the fence.","lion--lion-visitor--reply-2.mp3","assets/audio/dialogues/zoo/lion--lion-visitor--reply-2.mp3","deploy-cn/assets/audio/dialogues/zoo/lion--lion-visitor--reply-2.mp3","true","P0","Dialogue reply audio."
"zoo","panda","dialogue","dialogue","You step into the Panda Garden. The panda is eating bamboo in the quiet bamboo forest.","You step into the Panda Garden. The panda is eating bamboo in the quiet bamboo forest.","panda--panda--intro-1.mp3","assets/audio/dialogues/zoo/panda--panda--intro-1.mp3","deploy-cn/assets/audio/dialogues/zoo/panda--panda--intro-1.mp3","true","P0","Dialogue intro audio."
"zoo","panda","hotspot","word","panda","panda","panda--panda.mp3","assets/audio/words/zoo/panda--panda.mp3","deploy-cn/assets/audio/words/zoo/panda--panda.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","panda","hotspot","sentence","panda","The panda is eating bamboo.","panda--panda.mp3","assets/audio/sentences/zoo/panda--panda.mp3","deploy-cn/assets/audio/sentences/zoo/panda--panda.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","panda","hotspot","word","bamboo","bamboo","panda--bamboo.mp3","assets/audio/words/zoo/panda--bamboo.mp3","deploy-cn/assets/audio/words/zoo/panda--bamboo.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","panda","hotspot","sentence","bamboo","Bamboo is the panda's favorite food.","panda--bamboo.mp3","assets/audio/sentences/zoo/panda--bamboo.mp3","deploy-cn/assets/audio/sentences/zoo/panda--bamboo.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","panda","action","word","eat","eat","panda--eat.mp3","assets/audio/words/zoo/panda--eat.mp3","deploy-cn/assets/audio/words/zoo/panda--eat.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","panda","action","sentence","eat","The panda is eating bamboo.","panda--eat.mp3","assets/audio/sentences/zoo/panda--eat.mp3","deploy-cn/assets/audio/sentences/zoo/panda--eat.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","panda","action","dialogue","Aww! The panda is eating bamboo.","Aww! The panda is eating bamboo.","panda--eat--action-1.mp3","assets/audio/dialogues/zoo/panda--eat--action-1.mp3","deploy-cn/assets/audio/dialogues/zoo/panda--eat--action-1.mp3","true","P0","Dialogue action audio."
"zoo","panda","hotspot","word","cute","cute","panda--cute.mp3","assets/audio/words/zoo/panda--cute.mp3","deploy-cn/assets/audio/words/zoo/panda--cute.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","panda","hotspot","sentence","cute","The panda looks very cute.","panda--cute.mp3","assets/audio/sentences/zoo/panda--cute.mp3","deploy-cn/assets/audio/sentences/zoo/panda--cute.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","panda","hotspot","word","sleepy","sleepy","panda--sleepy.mp3","assets/audio/words/zoo/panda--sleepy.mp3","deploy-cn/assets/audio/words/zoo/panda--sleepy.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","panda","hotspot","sentence","sleepy","The panda looks sleepy after lunch.","panda--sleepy.mp3","assets/audio/sentences/zoo/panda--sleepy.mp3","deploy-cn/assets/audio/sentences/zoo/panda--sleepy.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","panda","hotspot","word","fur","fur","panda--fur.mp3","assets/audio/words/zoo/panda--fur.mp3","deploy-cn/assets/audio/words/zoo/panda--fur.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","panda","hotspot","sentence","fur","The panda has black and white fur.","panda--fur.mp3","assets/audio/sentences/zoo/panda--fur.mp3","deploy-cn/assets/audio/sentences/zoo/panda--fur.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","panda","hotspot","word","climb","climb","panda--climb.mp3","assets/audio/words/zoo/panda--climb.mp3","deploy-cn/assets/audio/words/zoo/panda--climb.mp3","true","P0","Learning item word audio. Existing P0 path retained for compatibility."
"zoo","panda","hotspot","sentence","climb","Young pandas like to climb.","panda--climb.mp3","assets/audio/sentences/zoo/panda--climb.mp3","deploy-cn/assets/audio/sentences/zoo/panda--climb.mp3","true","P0","Learning item example audio. Existing P0 path retained for compatibility."
"zoo","panda","npcDialogue","dialogue","The panda is eating bamboo.","The panda is eating bamboo.","panda--panda-visitor--npc-1.mp3","assets/audio/dialogues/zoo/panda--panda-visitor--npc-1.mp3","deploy-cn/assets/audio/dialogues/zoo/panda--panda-visitor--npc-1.mp3","true","P0","Dialogue npc audio."
"zoo","panda","npcDialogue","dialogue","So cute!","So cute!","panda--panda-visitor--option-1.mp3","assets/audio/dialogues/zoo/panda--panda-visitor--option-1.mp3","deploy-cn/assets/audio/dialogues/zoo/panda--panda-visitor--option-1.mp3","true","P0","Dialogue option audio."
"zoo","panda","npcDialogue","dialogue","Yes, it is calm and adorable.","Yes, it is calm and adorable.","panda--panda-visitor--reply-1.mp3","assets/audio/dialogues/zoo/panda--panda-visitor--reply-1.mp3","deploy-cn/assets/audio/dialogues/zoo/panda--panda-visitor--reply-1.mp3","true","P0","Dialogue reply audio."
"zoo","panda","npcDialogue","dialogue","What is bamboo?","What is bamboo?","panda--panda-visitor--option-2.mp3","assets/audio/dialogues/zoo/panda--panda-visitor--option-2.mp3","deploy-cn/assets/audio/dialogues/zoo/panda--panda-visitor--option-2.mp3","true","P0","Dialogue option audio."
"zoo","panda","npcDialogue","dialogue","Bamboo is a tall green plant. Pandas love to eat it.","Bamboo is a tall green plant. Pandas love to eat it.","panda--panda-visitor--reply-2.mp3","assets/audio/dialogues/zoo/panda--panda-visitor--reply-2.mp3","deploy-cn/assets/audio/dialogues/zoo/panda--panda-visitor--reply-2.mp3","true","P0","Dialogue reply audio."
"zoo","panda","npcDialogue","dialogue","It looks sleepy.","It looks sleepy.","panda--panda-visitor--option-3.mp3","assets/audio/dialogues/zoo/panda--panda-visitor--option-3.mp3","deploy-cn/assets/audio/dialogues/zoo/panda--panda-visitor--option-3.mp3","true","P0","Dialogue option audio."
"zoo","panda","npcDialogue","dialogue","It does. Pandas often rest after eating.","It does. Pandas often rest after eating.","panda--panda-visitor--reply-3.mp3","assets/audio/dialogues/zoo/panda--panda-visitor--reply-3.mp3","deploy-cn/assets/audio/dialogues/zoo/panda--panda-visitor--reply-3.mp3","true","P0","Dialogue reply audio."
