"priority","chapterId","sceneIdOrPageId","itemType","audioType","displayWord","textToSpeak","targetFileName","assetsPath","deployCnPath","currentExists","notes"
"P0","zoo","elephant","hotspot","word","trunk","trunk","elephant--trunk.mp3","assets/audio/words/zoo/elephant--trunk.mp3","deploy-cn/assets/audio/words/zoo/elephant--trunk.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","elephant","hotspot","sentence","trunk","The elephant uses its trunk to drink water.","elephant--trunk.mp3","assets/audio/sentences/zoo/elephant--trunk.mp3","deploy-cn/assets/audio/sentences/zoo/elephant--trunk.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","elephant","hotspot","word","water","water","elephant--water.mp3","assets/audio/words/zoo/elephant--water.mp3","deploy-cn/assets/audio/words/zoo/elephant--water.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","elephant","hotspot","sentence","water","The water is cool and clear.","elephant--water.mp3","assets/audio/sentences/zoo/elephant--water.mp3","deploy-cn/assets/audio/sentences/zoo/elephant--water.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","elephant","action","word","spray","spray","elephant--spray.mp3","assets/audio/words/zoo/elephant--spray.mp3","deploy-cn/assets/audio/words/zoo/elephant--spray.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","elephant","action","sentence","spray","The elephant is spraying water.","elephant--spray.mp3","assets/audio/sentences/zoo/elephant--spray.mp3","deploy-cn/assets/audio/sentences/zoo/elephant--spray.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","elephant","hotspot","word","huge","huge","elephant--huge.mp3","assets/audio/words/zoo/elephant--huge.mp3","deploy-cn/assets/audio/words/zoo/elephant--huge.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","elephant","hotspot","sentence","huge","The elephant is huge but gentle.","elephant--huge.mp3","assets/audio/sentences/zoo/elephant--huge.mp3","deploy-cn/assets/audio/sentences/zoo/elephant--huge.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","elephant","hotspot","word","keeper","keeper","elephant--keeper.mp3","assets/audio/words/zoo/elephant--keeper.mp3","deploy-cn/assets/audio/words/zoo/elephant--keeper.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","elephant","hotspot","sentence","keeper","The keeper feeds the elephant.","elephant--keeper.mp3","assets/audio/sentences/zoo/elephant--keeper.mp3","deploy-cn/assets/audio/sentences/zoo/elephant--keeper.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","lion","hotspot","word","lion","lion","lion--lion.mp3","assets/audio/words/zoo/lion--lion.mp3","deploy-cn/assets/audio/words/zoo/lion--lion.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","lion","hotspot","sentence","lion","The lion rests in the warm sun.","lion--lion.mp3","assets/audio/sentences/zoo/lion--lion.mp3","deploy-cn/assets/audio/sentences/zoo/lion--lion.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","lion","hotspot","word","predator","predator","lion--rock.mp3","assets/audio/words/zoo/lion--rock.mp3","deploy-cn/assets/audio/words/zoo/lion--rock.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","lion","hotspot","sentence","predator","A lion is a powerful predator.","lion--rock.mp3","assets/audio/sentences/zoo/lion--rock.mp3","deploy-cn/assets/audio/sentences/zoo/lion--rock.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","lion","hotspot","word","shade","shade","lion--shade.mp3","assets/audio/words/zoo/lion--shade.mp3","deploy-cn/assets/audio/words/zoo/lion--shade.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","lion","hotspot","sentence","shade","The lion sleeps in the shade.","lion--shade.mp3","assets/audio/sentences/zoo/lion--shade.mp3","deploy-cn/assets/audio/sentences/zoo/lion--shade.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","lion","action","word","roar","roar","lion--roar.mp3","assets/audio/words/zoo/lion--roar.mp3","deploy-cn/assets/audio/words/zoo/lion--roar.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","lion","action","sentence","roar","The lion can roar loudly.","lion--roar.mp3","assets/audio/sentences/zoo/lion--roar.mp3","deploy-cn/assets/audio/sentences/zoo/lion--roar.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","lion","hotspot","word","rest","rest","lion--rest.mp3","assets/audio/words/zoo/lion--rest.mp3","deploy-cn/assets/audio/words/zoo/lion--rest.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","lion","hotspot","sentence","rest","The lion is resting in the shade.","lion--rest.mp3","assets/audio/sentences/zoo/lion--rest.mp3","deploy-cn/assets/audio/sentences/zoo/lion--rest.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","lion","hotspot","word","fence","fence","lion--fence.mp3","assets/audio/words/zoo/lion--fence.mp3","deploy-cn/assets/audio/words/zoo/lion--fence.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","lion","hotspot","sentence","fence","The fence keeps visitors safe.","lion--fence.mp3","assets/audio/sentences/zoo/lion--fence.mp3","deploy-cn/assets/audio/sentences/zoo/lion--fence.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","panda","hotspot","word","panda","panda","panda--panda.mp3","assets/audio/words/zoo/panda--panda.mp3","deploy-cn/assets/audio/words/zoo/panda--panda.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","panda","hotspot","sentence","panda","The panda is eating bamboo.","panda--panda.mp3","assets/audio/sentences/zoo/panda--panda.mp3","deploy-cn/assets/audio/sentences/zoo/panda--panda.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","panda","hotspot","word","bamboo","bamboo","panda--bamboo.mp3","assets/audio/words/zoo/panda--bamboo.mp3","deploy-cn/assets/audio/words/zoo/panda--bamboo.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","panda","hotspot","sentence","bamboo","Bamboo is the panda's favorite food.","panda--bamboo.mp3","assets/audio/sentences/zoo/panda--bamboo.mp3","deploy-cn/assets/audio/sentences/zoo/panda--bamboo.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","panda","action","word","eat","eat","panda--eat.mp3","assets/audio/words/zoo/panda--eat.mp3","deploy-cn/assets/audio/words/zoo/panda--eat.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","panda","action","sentence","eat","The panda is eating bamboo.","panda--eat.mp3","assets/audio/sentences/zoo/panda--eat.mp3","deploy-cn/assets/audio/sentences/zoo/panda--eat.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","panda","hotspot","word","cute","cute","panda--cute.mp3","assets/audio/words/zoo/panda--cute.mp3","deploy-cn/assets/audio/words/zoo/panda--cute.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","panda","hotspot","sentence","cute","The panda looks very cute.","panda--cute.mp3","assets/audio/sentences/zoo/panda--cute.mp3","deploy-cn/assets/audio/sentences/zoo/panda--cute.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","panda","hotspot","word","sleepy","sleepy","panda--sleepy.mp3","assets/audio/words/zoo/panda--sleepy.mp3","deploy-cn/assets/audio/words/zoo/panda--sleepy.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","panda","hotspot","sentence","sleepy","The panda looks sleepy after lunch.","panda--sleepy.mp3","assets/audio/sentences/zoo/panda--sleepy.mp3","deploy-cn/assets/audio/sentences/zoo/panda--sleepy.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","panda","hotspot","word","fur","fur","panda--fur.mp3","assets/audio/words/zoo/panda--fur.mp3","deploy-cn/assets/audio/words/zoo/panda--fur.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","panda","hotspot","sentence","fur","The panda has black and white fur.","panda--fur.mp3","assets/audio/sentences/zoo/panda--fur.mp3","deploy-cn/assets/audio/sentences/zoo/panda--fur.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","panda","hotspot","word","climb","climb","panda--climb.mp3","assets/audio/words/zoo/panda--climb.mp3","deploy-cn/assets/audio/words/zoo/panda--climb.mp3","false","Planned stable path; audio has not been generated. Display word appears 2 times globally."
"P0","zoo","panda","hotspot","sentence","climb","Young pandas like to climb.","panda--climb.mp3","assets/audio/sentences/zoo/panda--climb.mp3","deploy-cn/assets/audio/sentences/zoo/panda--climb.mp3","false","Planned stable path; audio has not been generated. Display word appears 2 times globally."
"P0","zoo","giraffe","hotspot","word","giraffe","giraffe","giraffe--giraffe.mp3","assets/audio/words/zoo/giraffe--giraffe.mp3","deploy-cn/assets/audio/words/zoo/giraffe--giraffe.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","giraffe","hotspot","sentence","giraffe","The giraffe is eating leaves.","giraffe--giraffe.mp3","assets/audio/sentences/zoo/giraffe--giraffe.mp3","deploy-cn/assets/audio/sentences/zoo/giraffe--giraffe.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","giraffe","hotspot","word","neck","neck","giraffe--neck.mp3","assets/audio/words/zoo/giraffe--neck.mp3","deploy-cn/assets/audio/words/zoo/giraffe--neck.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","giraffe","hotspot","sentence","neck","The giraffe has a long neck.","giraffe--neck.mp3","assets/audio/sentences/zoo/giraffe--neck.mp3","deploy-cn/assets/audio/sentences/zoo/giraffe--neck.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","giraffe","hotspot","word","leaves","leaves","giraffe--leaves.mp3","assets/audio/words/zoo/giraffe--leaves.mp3","deploy-cn/assets/audio/words/zoo/giraffe--leaves.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","giraffe","hotspot","sentence","leaves","The leaves are high in the tree.","giraffe--leaves.mp3","assets/audio/sentences/zoo/giraffe--leaves.mp3","deploy-cn/assets/audio/sentences/zoo/giraffe--leaves.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","giraffe","hotspot","word","tall","tall","giraffe--tall.mp3","assets/audio/words/zoo/giraffe--tall.mp3","deploy-cn/assets/audio/words/zoo/giraffe--tall.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","giraffe","hotspot","sentence","tall","The giraffe is very tall.","giraffe--tall.mp3","assets/audio/sentences/zoo/giraffe--tall.mp3","deploy-cn/assets/audio/sentences/zoo/giraffe--tall.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","giraffe","hotspot","word","spots","spots","giraffe--spots.mp3","assets/audio/words/zoo/giraffe--spots.mp3","deploy-cn/assets/audio/words/zoo/giraffe--spots.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","giraffe","hotspot","sentence","spots","The giraffe has brown spots.","giraffe--spots.mp3","assets/audio/sentences/zoo/giraffe--spots.mp3","deploy-cn/assets/audio/sentences/zoo/giraffe--spots.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","giraffe","hotspot","word","tree","tree","giraffe--tree.mp3","assets/audio/words/zoo/giraffe--tree.mp3","deploy-cn/assets/audio/words/zoo/giraffe--tree.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","giraffe","hotspot","sentence","tree","The tree has many green leaves.","giraffe--tree.mp3","assets/audio/sentences/zoo/giraffe--tree.mp3","deploy-cn/assets/audio/sentences/zoo/giraffe--tree.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","giraffe","action","word","reach","reach","giraffe--reach.mp3","assets/audio/words/zoo/giraffe--reach.mp3","deploy-cn/assets/audio/words/zoo/giraffe--reach.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","giraffe","action","sentence","reach","The giraffe can reach the leaves.","giraffe--reach.mp3","assets/audio/sentences/zoo/giraffe--reach.mp3","deploy-cn/assets/audio/sentences/zoo/giraffe--reach.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","tiger","hotspot","word","tiger","tiger","tiger--tiger.mp3","assets/audio/words/zoo/tiger--tiger.mp3","deploy-cn/assets/audio/words/zoo/tiger--tiger.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","tiger","hotspot","sentence","tiger","The tiger is walking through the forest.","tiger--tiger.mp3","assets/audio/sentences/zoo/tiger--tiger.mp3","deploy-cn/assets/audio/sentences/zoo/tiger--tiger.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","tiger","hotspot","word","stripes","stripes","tiger--stripes.mp3","assets/audio/words/zoo/tiger--stripes.mp3","deploy-cn/assets/audio/words/zoo/tiger--stripes.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","tiger","hotspot","sentence","stripes","The tiger has orange and black stripes.","tiger--stripes.mp3","assets/audio/sentences/zoo/tiger--stripes.mp3","deploy-cn/assets/audio/sentences/zoo/tiger--stripes.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","tiger","hotspot","word","forest","forest","tiger--forest.mp3","assets/audio/words/zoo/tiger--forest.mp3","deploy-cn/assets/audio/words/zoo/tiger--forest.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","tiger","hotspot","sentence","forest","The tiger lives in the forest.","tiger--forest.mp3","assets/audio/sentences/zoo/tiger--forest.mp3","deploy-cn/assets/audio/sentences/zoo/tiger--forest.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","tiger","hotspot","word","claw","claw","tiger--claw.mp3","assets/audio/words/zoo/tiger--claw.mp3","deploy-cn/assets/audio/words/zoo/tiger--claw.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","tiger","hotspot","sentence","claw","The tiger has sharp claws.","tiger--claw.mp3","assets/audio/sentences/zoo/tiger--claw.mp3","deploy-cn/assets/audio/sentences/zoo/tiger--claw.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","tiger","hotspot","word","quiet","quiet","tiger--quiet.mp3","assets/audio/words/zoo/tiger--quiet.mp3","deploy-cn/assets/audio/words/zoo/tiger--quiet.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","tiger","hotspot","sentence","quiet","Be quiet near the tiger area.","tiger--quiet.mp3","assets/audio/sentences/zoo/tiger--quiet.mp3","deploy-cn/assets/audio/sentences/zoo/tiger--quiet.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","tiger","hotspot","word","hunter","hunter","tiger--hunter.mp3","assets/audio/words/zoo/tiger--hunter.mp3","deploy-cn/assets/audio/words/zoo/tiger--hunter.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","tiger","hotspot","sentence","hunter","The tiger is a strong hunter.","tiger--hunter.mp3","assets/audio/sentences/zoo/tiger--hunter.mp3","deploy-cn/assets/audio/sentences/zoo/tiger--hunter.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","tiger","action","word","stalk","stalk","tiger--stalk.mp3","assets/audio/words/zoo/tiger--stalk.mp3","deploy-cn/assets/audio/words/zoo/tiger--stalk.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","tiger","action","sentence","stalk","The tiger can stalk quietly.","tiger--stalk.mp3","assets/audio/sentences/zoo/tiger--stalk.mp3","deploy-cn/assets/audio/sentences/zoo/tiger--stalk.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","zebra","hotspot","word","zebra","zebra","zebra--zebra.mp3","assets/audio/words/zoo/zebra--zebra.mp3","deploy-cn/assets/audio/words/zoo/zebra--zebra.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","zebra","hotspot","sentence","zebra","The zebra is standing in the open area.","zebra--zebra.mp3","assets/audio/sentences/zoo/zebra--zebra.mp3","deploy-cn/assets/audio/sentences/zoo/zebra--zebra.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","zebra","hotspot","word","hoof","hoof","zebra--hoof.mp3","assets/audio/words/zoo/zebra--hoof.mp3","deploy-cn/assets/audio/words/zoo/zebra--hoof.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","zebra","hotspot","sentence","hoof","The zebra has strong hooves.","zebra--hoof.mp3","assets/audio/sentences/zoo/zebra--hoof.mp3","deploy-cn/assets/audio/sentences/zoo/zebra--hoof.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","zebra","hotspot","word","mane","mane","zebra--mane.mp3","assets/audio/words/zoo/zebra--mane.mp3","deploy-cn/assets/audio/words/zoo/zebra--mane.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","zebra","hotspot","sentence","mane","The zebra has a short mane.","zebra--mane.mp3","assets/audio/sentences/zoo/zebra--mane.mp3","deploy-cn/assets/audio/sentences/zoo/zebra--mane.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","zebra","hotspot","word","pattern","pattern","zebra--pattern.mp3","assets/audio/words/zoo/zebra--pattern.mp3","deploy-cn/assets/audio/words/zoo/zebra--pattern.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","zebra","hotspot","sentence","pattern","Each zebra has a different pattern.","zebra--pattern.mp3","assets/audio/sentences/zoo/zebra--pattern.mp3","deploy-cn/assets/audio/sentences/zoo/zebra--pattern.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","zebra","hotspot","word","herd","herd","zebra--herd.mp3","assets/audio/words/zoo/zebra--herd.mp3","deploy-cn/assets/audio/words/zoo/zebra--herd.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","zebra","hotspot","sentence","herd","A herd of zebras stays together.","zebra--herd.mp3","assets/audio/sentences/zoo/zebra--herd.mp3","deploy-cn/assets/audio/sentences/zoo/zebra--herd.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","zebra","hotspot","word","savanna","savanna","zebra--savanna.mp3","assets/audio/words/zoo/zebra--savanna.mp3","deploy-cn/assets/audio/words/zoo/zebra--savanna.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","zebra","hotspot","sentence","savanna","Zebras live on the savanna.","zebra--savanna.mp3","assets/audio/sentences/zoo/zebra--savanna.mp3","deploy-cn/assets/audio/sentences/zoo/zebra--savanna.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","zebra","action","word","gallop","gallop","zebra--gallop.mp3","assets/audio/words/zoo/zebra--gallop.mp3","deploy-cn/assets/audio/words/zoo/zebra--gallop.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","zebra","action","sentence","gallop","The zebra can gallop across the savanna.","zebra--gallop.mp3","assets/audio/sentences/zoo/zebra--gallop.mp3","deploy-cn/assets/audio/sentences/zoo/zebra--gallop.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","hippo","hotspot","word","hippo","hippo","hippo--hippo.mp3","assets/audio/words/zoo/hippo--hippo.mp3","deploy-cn/assets/audio/words/zoo/hippo--hippo.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","hippo","hotspot","sentence","hippo","The hippo is resting in the pond.","hippo--hippo.mp3","assets/audio/sentences/zoo/hippo--hippo.mp3","deploy-cn/assets/audio/sentences/zoo/hippo--hippo.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","hippo","hotspot","word","pond","pond","hippo--pond.mp3","assets/audio/words/zoo/hippo--pond.mp3","deploy-cn/assets/audio/words/zoo/hippo--pond.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","hippo","hotspot","sentence","pond","The hippo is in the pond.","hippo--pond.mp3","assets/audio/sentences/zoo/hippo--pond.mp3","deploy-cn/assets/audio/sentences/zoo/hippo--pond.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","hippo","hotspot","word","mud","mud","hippo--mud.mp3","assets/audio/words/zoo/hippo--mud.mp3","deploy-cn/assets/audio/words/zoo/hippo--mud.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","hippo","hotspot","sentence","mud","The hippo likes the mud.","hippo--mud.mp3","assets/audio/sentences/zoo/hippo--mud.mp3","deploy-cn/assets/audio/sentences/zoo/hippo--mud.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","hippo","hotspot","word","mouth","mouth","hippo--mouth.mp3","assets/audio/words/zoo/hippo--mouth.mp3","deploy-cn/assets/audio/words/zoo/hippo--mouth.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","hippo","hotspot","sentence","mouth","The hippo has a big mouth.","hippo--mouth.mp3","assets/audio/sentences/zoo/hippo--mouth.mp3","deploy-cn/assets/audio/sentences/zoo/hippo--mouth.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","hippo","action","word","yawn","yawn","hippo--yawn.mp3","assets/audio/words/zoo/hippo--yawn.mp3","deploy-cn/assets/audio/words/zoo/hippo--yawn.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","hippo","action","sentence","yawn","The hippo can yawn with a big mouth.","hippo--yawn.mp3","assets/audio/sentences/zoo/hippo--yawn.mp3","deploy-cn/assets/audio/sentences/zoo/hippo--yawn.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","hippo","hotspot","word","heavy","heavy","hippo--heavy.mp3","assets/audio/words/zoo/hippo--heavy.mp3","deploy-cn/assets/audio/words/zoo/hippo--heavy.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","hippo","hotspot","sentence","heavy","The hippo is very heavy.","hippo--heavy.mp3","assets/audio/sentences/zoo/hippo--heavy.mp3","deploy-cn/assets/audio/sentences/zoo/hippo--heavy.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","hippo","hotspot","word","splash","splash","hippo--splash.mp3","assets/audio/words/zoo/hippo--splash.mp3","deploy-cn/assets/audio/words/zoo/hippo--splash.mp3","false","Planned stable path; audio has not been generated."
"P0","zoo","hippo","hotspot","sentence","splash","The hippo makes a big splash.","hippo--splash.mp3","assets/audio/sentences/zoo/hippo--splash.mp3","deploy-cn/assets/audio/sentences/zoo/hippo--splash.mp3","false","Planned stable path; audio has not been generated."
